cluster2,numero_de_cliente
1,4572841
1,4597311
1,4621140
1,4625139
1,4659863
1,4673799
1,4692840
1,4694128
1,4704876
1,4717992
1,4722798
1,4756580
1,4765260
1,4803286
1,4817467
1,4831686
1,4868323
1,4900924
1,4904015
1,4904298
1,4905689
1,4914926
1,4918102
1,4934111
1,4956024
1,4960997
1,4984207
1,4999610
1,5013795
1,5015174
1,5076020
1,5102837
1,5108818
1,5112554
1,5122349
1,5132877
1,5147008
1,5153467
1,5161167
1,5170114
1,5173202
1,5182954
1,5183447
1,5199513
1,5232189
1,5247909
1,5267393
1,5274352
1,5292523
1,5297066
1,5303073
1,5303682
1,5306399
1,5307018
1,5310722
1,5343907
1,5360900
1,5382008
1,5382684
1,5409745
1,5429745
1,5430574
1,5448855
1,5459103
1,5468917
1,5489605
1,5501800
1,5515262
1,5517367
1,5527345
1,5546848
1,5562370
1,5584248
1,5597562
1,5602809
1,5605482
1,5610147
1,5610490
1,5626732
1,5639223
1,5650504
1,5651855
1,5661019
1,5663705
1,5676821
1,5690220
1,5692438
1,5719051
1,5721030
1,5725623
1,5727583
1,5749659
1,5753206
1,5767042
1,5768245
1,5785455
1,5789617
1,5797019
1,5806104
1,5818818
1,5822120
1,5828117
1,5839722
1,5877265
1,5880111
1,5898502
1,5927436
1,5927445
1,5974475
1,5976520
1,6000798
1,6002592
1,6006626
1,6014829
1,6038579
1,6052151
1,6054237
1,6070020
1,6073730
1,6085009
1,6116808
1,6119290
1,6123562
1,6134209
1,6144378
1,6168698
1,6176988
1,6191138
1,6200139
1,6202215
1,6205919
1,6210889
1,6211395
1,6222491
1,6250778
1,6264199
1,6295919
1,6297079
1,6304644
1,6314317
1,6331602
1,6342283
1,6378782
1,6399347
1,6399944
1,6402668
1,6422758
1,6446000
1,6475590
1,6477359
1,6506469
1,6552006
1,6566731
1,6568377
1,6608464
1,6625875
1,6673938
1,6679492
1,6719544
1,6732736
1,6733235
1,6737276
1,6742852
1,6745378
1,6814169
1,6850059
1,6870821
1,6903799
1,6917166
1,6942277
1,6973156
1,6977466
1,6990783
1,7024860
1,7057046
1,7067674
1,7084343
1,7113811
1,7124464
1,7124719
1,7128976
1,7140826
1,7156084
1,7160847
1,7206105
1,7242456
1,7247919
1,7256776
1,7268497
1,7286492
1,7299134
1,7304650
1,7308913
1,7335746
1,7385612
1,7388465
1,7425953
1,7455695
1,7456788
1,7501719
1,7505715
1,7542130
1,7543930
1,7551093
1,7589926
1,7594588
1,7600280
1,7611518
1,7615637
1,7626076
1,7635692
1,7640820
1,7646342
1,7653339
1,7655817
1,7665346
1,7708160
1,7717732
1,7758639
1,7759471
1,7781588
1,7866687
1,7869273
1,7887538
1,7890224
1,7913306
1,7923751
1,7926192
1,7931100
1,7966370
1,7978236
1,7978651
1,7983746
1,8013752
1,8030342
1,8036846
1,8045183
1,8095722
1,8133874
1,8137797
1,8140992
1,8149022
1,8150895
1,8177806
1,8186992
1,8230845
1,8235448
1,8305427
1,8309938
1,8324779
1,8334634
1,8363907
1,8375767
1,8382647
1,8396910
1,8438489
1,8461737
1,8464708
1,8499370
1,8510271
1,8525473
1,8532928
1,8566725
1,8595173
1,8630848
1,8635690
1,8650527
1,8652108
1,8653345
1,8666301
1,8673580
1,8708801
1,8790234
1,8828854
1,8863644
1,8906240
1,8941445
1,8959195
1,8961300
1,8963320
1,8984717
1,9028068
1,9030547
1,9048401
1,9065177
1,9079232
1,9081463
1,9092172
1,9093608
1,9099756
1,9105176
1,9156506
1,9508826
1,10525182
1,10912553
1,11282796
1,11974147
1,12410147
1,12426310
1,12434726
1,12440843
1,12453221
1,12464920
1,12465932
1,12500961
1,12537061
1,12558172
1,12566105
1,12591982
1,12601083
1,12610948
1,12621648
1,12701997
1,12762344
1,12782702
1,12834774
1,12839207
1,12843818
1,12852753
1,12853658
1,12856913
1,12860818
1,12978109
1,13040997
1,13042474
1,13066454
1,13068427
1,13109481
1,13150975
1,13215230
1,13216386
1,13247422
1,13264877
1,13303185
1,13305812
1,13311994
1,13312575
1,13313128
1,13331158
1,13452584
1,13488294
1,13523681
1,13526414
1,13549904
1,13559888
1,13576158
1,13592661
1,13601583
1,13619402
1,13620822
1,13635289
1,13636417
1,13659552
1,13673598
1,13680051
1,13681706
1,13689309
1,13699183
1,13734460
1,13741013
1,13754466
1,13768989
1,13790258
1,13810364
1,13816210
1,13852945
1,13861412
1,13876315
1,13883934
1,13884157
1,13917065
1,13923150
1,13935073
1,14022541
1,14023653
1,14028167
1,14035227
1,14052138
1,14060918
1,14070909
1,14092784
1,14095353
1,14107439
1,14146753
1,14150938
1,14168383
1,14171126
1,14184418
1,14208432
1,14211724
1,14240586
1,14262238
1,14274434
1,14285212
1,14296186
1,14311008
1,14321960
1,14337922
1,14384267
1,14413327
1,14413848
1,14414935
1,14422035
1,14440737
1,14444463
1,14445776
1,14446731
1,14449684
1,14449706
1,14467111
1,14468176
1,14468952
1,14469677
1,14474789
1,14475194
1,14513553
1,14518171
1,14524203
1,14525723
1,14528535
1,14538082
1,14559593
1,14561591
1,14563193
1,14589944
1,14590852
1,14593466
1,14690726
1,14750316
1,14760272
1,14819063
1,14825067
1,14836345
1,14890478
1,14903855
1,14927816
1,14939264
1,14944570
1,14985040
1,14996463
1,15003795
1,15008753
1,15018278
1,15027612
1,15029817
1,15049977
1,15052845
1,15063127
1,15103830
1,15115133
1,15160466
1,15160674
1,15193968
1,15243185
1,15250750
1,15262402
1,15269244
1,15280846
1,15294971
1,15295882
1,15300468
1,15302093
1,15304339
1,15304508
1,15304964
1,15329227
1,15338293
1,15339983
1,15394986
1,15397622
1,15397691
1,15401043
1,15468889
1,15515155
1,15524034
1,15529211
1,15583626
1,15584933
1,15611731
1,15618432
1,15620367
1,15630681
1,15648726
1,15672386
1,15730065
1,15740737
1,15742164
1,15752060
1,15755603
1,15766021
1,15781069
1,15792454
1,15877548
1,15886014
1,15904248
1,15958572
1,15987516
1,15989127
1,16014125
1,16015011
1,16025982
1,16029406
1,16038953
1,16049961
1,16054246
1,16071742
1,16084861
1,16111219
1,16114326
1,16173457
1,16175964
